Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable location (product.metafields.shopify.suitable-location),Suitable space (product.metafields.shopify.suitable-space),Tile design (product.metafields.shopify.tile-design),Tile look (product.metafields.shopify.tile-look),Tile material (product.metafields.shopify.tile-material),Tile texture (product.metafields.shopify.tile-texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
small-kit-kats,,,,,,,,,BLACK GLOSS,,,,,,,,PGHTS-9217 BLACK GLOSS,1000.0,,deny,manual,9.99,15.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/pghts9217.png?v=1632307952,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/pghts9217.png?v=1632307952,kg,,6.25,,,,,,,
small-kit-kats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_1953946c-611b-4746-bee9-ddde237c8bd0.jpg?v=1632307952,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-kit-kats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_586f7082-5b34-4a45-b009-c149d1f28775.jpg?v=1632307952,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-kit-kats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_ee4fa926-f614-4c28-b9d0-2afa53d24fb5.jpg?v=1632307952,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrara-herringbone,Carrara Herringbone,<strong>Carrara herringbone range.</strong>,Northern TILE Distributors,,Marble,"herringbone, marble, mosaics",true,Size,50x200mm,,Color,Carrara Herringbone Stone,,,,,"",1000.0,,deny,manual,20.00,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-Carrara-Honed_top.jpg?v=1629975751,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-Carrara-Honed_top_57e0c253-bf4e-4dbb-b1e1-8d5e54cce921.jpg?v=1629975751,kg,,12.00,true,,,true,,,active
carrara-herringbone,,,,,,,,,20x75mm,,,Pink Herringbone Stone,,,,,"",1000.0,,deny,manual,30.00,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-Carrara-Honed_top_57e0c253-bf4e-4dbb-b1e1-8d5e54cce921.jpg?v=1629975751,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-Blush-Honed_top.jpg?v=1629975759,kg,,12.00,,,,,,,
carrara-herringbone,,,,,,,,,20x75mm,,,Green Herringbone Stone,,,,,"",1000.0,,deny,manual,30.00,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-Carrara-Honed_top_47623eca-b3b8-44b0-ae0d-0887bfc50aca.jpg?v=1629975755,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-MingGreen-Honed_top.jpg?v=1629975761,kg,,12.00,,,,,,,
carrara-herringbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-Blush-Honed_top.jpg?v=1629975759,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrara-herringbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/Natural-Marble-Mosaic-Herringbone-25x75-MingGreen-Honed_top.jpg?v=1629975761,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrara-hex,Carrara Hex,"<p><strong>We stock 25x25mm, </strong></p>
<p><strong>48x48mm and</strong></p>
<p><strong> 100x100mm Hexagons.</strong></p>",Northern TILE Distributors,,Marble,"hex, marble, mosaics",true,Size,25x25mm,,,,,,,,"",1000.0,,deny,manual,17.00,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/bianca-carrara-hexagon.jpg?v=1629974780,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.00,true,,,true,,,active
carrara-hex,,,,,,,,,48x48mm,,,,,,,,"",1000.0,,deny,manual,17.00,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_1c30d750-d3d9-403e-aa10-d279c735a377.jpg?v=1630067326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.00,,,,,,,
carrara-hex,,,,,,,,,100x100mm,,,,,,,,"",1000.0,,deny,manual,17.00,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_de302a23-4e65-45f7-af27-c026627393a5.jpg?v=1630067337,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.00,,,,,,,
carrara-kit-kats-marble,Carrara Kit Kats Marble,<strong>Honed 148x15x7mm White Marble Kit Kats</strong>,Northern TILE Distributors,,Marble,"kit kats, marble, mosaics",true,Title,Default Title,,,,,,,,"",1000.0,,deny,manual,19.00,25.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/CARRARA-KITKAT-MARBLE-MOASIC.jpg?v=1629974688,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.00,true,,,true,,,active
origin-dark-grey,Origin Dark Grey,"<p><strong>Rectified Porcelain 600x600</strong></p>
<p><strong>*Also Available in 600x300</strong></p>
<p><strong><span class=""font-weight--bold"">Finish:</span><span>Matt, Rectified, P4, V4</span></strong></p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,Origin Dark Grey,25000.0,,deny,manual,44.50,49.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2243.png?v=1629455267,1,"",false,,Rectified Porcelain,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
origin-dark-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/1171_dde5c8f9-221d-4553-a045-9d5bb2e9e215.jpg?v=1629455283,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-light-grey,Origin Light Grey,"<p><strong>Rectified Porcelain 600x600</strong></p>
<p><strong>*Also Available in 600x300</strong></p>
<p><strong><span class=""font-weight--bold"">Finish:</span><span>Matt, Rectified, P4, V4</span></strong></p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,Origin Light Grey,25000.0,,deny,manual,44.50,49.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2242.png?v=1629455112,1,"",false,,Rectified Porcelain,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
origin-light-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/1171.jpg?v=1629455116,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-light-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_73d052a6-0884-46f8-b933-bdcded461309.jpg?v=1630062999,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-light-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_4435b265-7df7-47e8-afac-700018f7a1ff.jpg?v=1630063001,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-light-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_e021cd23-a96a-4253-bec2-f1b39452dff4.jpg?v=1630063003,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-light-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_d40f5fd3-ad0d-457d-8611-ad1ac08c7d89.jpg?v=1630063006,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-white,Origin White,"<p><strong>Rectified Porcelain 600x600</strong></p>
<p><strong>*Also Available in 600x300</strong></p>
<p><strong><span class=""font-weight--bold"">Finish:</span><span>Matt, Rectified, P4, V4</span></strong></p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,Origin White,25000.0,,deny,manual,44.50,49.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2241.png?v=1629455051,1,"",false,,Rectified Porcelain,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
origin-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/1170.jpg?v=1629455051,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordik-antracita,Nordik - Antracita,<strong>Rectified Porcelain 600x600mm</strong>,Northern TILE Distributors,,Tile,tile,true,Title,Default Title,,,,,,,,Nordik - Antracita,25000.0,,deny,manual,29.99,39.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2708.png?v=1629454268,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
nordik-grey,Nordik - Grey,<strong>Rectified Porcelain 600x600mm</strong>,Northern TILE Distributors,,Tile,tile,true,Title,Default Title,,,,,,,,Nordik - Grey,25000.0,,deny,manual,29.99,39.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2709.png?v=1629454116,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
nordik-silver,Nordik - Silver,<strong>Rectified Porcelain 600x600mm</strong>,Northern TILE Distributors,,Tile,"",true,Title,Default Title,,,,,,,,Nordik - Silver,25000.0,,deny,manual,29.99,39.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2710.png?v=1629453960,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
nordik-white,Nordik - White,<strong>Rectified Porcelain 600x600mm</strong>,Northern TILE Distributors,,Tile,"",true,Title,Default Title,,,,,,,,Nordik White,25000.0,,deny,manual,29.99,39.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2711.png?v=1629453919,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
concrete-charcoal,Concrete - Charcoal,"<p><strong>Rectified Porcelain 600x600mm </strong></p>
<p><strong> </strong></p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,"",25000.0,,deny,manual,29.99,38.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2249_f03ad795-ca9e-4256-8d30-a64272bf08ad.png?v=1629453436,1,"",false,,Rectified Porcelain 600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
concrete-dark-grey,Concrete - Dark Grey,"<p><strong>Rectified Porcelain 600x600mm </strong></p>
<p><strong> </strong></p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,Concrete Dark Grey,25000.0,,deny,manual,29.99,38.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2247.png?v=1629453572,1,"",false,,Rectified Porcelain 600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
concrete-dark-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/1175.jpg?v=1629453572,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concrete-light-grey,Concrete - Light Grey,"<p><strong>Rectified Porcelain 600x600mm </strong></p>
<p><strong> </strong></p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,Concrete Light Grey,25000.0,,deny,manual,29.99,38.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2246.png?v=1629453105,1,"",false,,Rectified Porcelain 600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
concrete-white-1,Concrete - White,"<p>Rectified Porcelain 600x600mm </p>
<p> </p>",Northern TILE Distributors,,Tile,"porcelain, tile",true,Title,Default Title,,,,,,,,Concrete White,25000.0,,deny,manual,29.99,38.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2245.png?v=1629453010,1,"",false,,Rectified Porcelain 600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.50,true,,,true,,,active
gem-light-grey-600x600,TERRAZZO LIGHT GREY 600X600,"<p data-mce-fragment=""1""><strong>600x600mm x 10mm</strong><br></p>
<p data-mce-fragment=""1""><strong>*ALSO AVAILABLE IN 1200X600MM</strong></p>
<p data-mce-fragment=""1""> </p>",Northern TILE Distributors,,terrazzo,terrazzo,true,Title,Default Title,,,,,,,,GEM LIGHT GREY,25000.0,,deny,manual,44.99,65.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/GEM_LIGHT_GREY_MATT_600x600_-_600x1200-1920w.jpg?v=1629195805,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,20.00,true,,,true,,,active
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_d2b7b23f-1613-40bd-9c52-7fa5372835ad.heic?v=1674077523,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_ed19958f-db13-4525-a63f-5fea3921845c.heic?v=1674077527,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_35060345-d047-4f0b-b32c-964fd2f43d29.heic?v=1674077533,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_96cce2bf-7883-491e-abbc-32db9aa85d25.jpg?v=1674077533,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_c30d5a6f-753b-4713-931f-fb50f82cd10c.jpg?v=1674077533,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_1adf6cc2-78ab-41dd-87bd-894dded58636.heic?v=1674077535,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_35aa3c20-1a85-4ba1-8420-524db909a070.heic?v=1674077537,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gem-light-grey-600x600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_53295319-1cc1-485a-8d67-2d61cdfc5a3e.heic?v=1674077540,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-moon-lastra-20mm-600x600mm,MOON 20mm 600x600mm,"<p><strong>MOON 20mm 600x600mm</strong></p>
<p><strong></strong><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tee/2/16/2600.png"" alt=""☀️"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin"">MOON 20mm EXTERNAL 600x600mm</span><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tee/2/16/2600.png"" alt=""☀️"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></p>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t60/2/16/1f4a6.png"" alt=""💦"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No.1 in custom pool coping, 20mm and 10mm External Porcelain<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t60/2/16/1f4a6.png"" alt=""💦"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>
</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No sealing required</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No Maintance</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>R-11 slip rating</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>Doesn’t stain</div>
<div dir=""auto"">*CUSTOM POOL COPING CAN BE MADE</div>
<div dir=""auto"">
<meta charset=""utf-8"">
<p><strong><span class=""font-weight--bold"">Finish : </span>Matt, Rectified, 20mm R11, P5, V3, Water Absorption Under 0.5%, Colour Bodied Porcelain</strong></p>
</div>
<div dir=""auto"">.</div>
<div dir=""auto""><br></div>
<div dir=""auto"">Only @ Northern Tile Distributors</div>
<div dir=""auto"">324 Settlement road, Thomastown</div>
<div dir=""auto""></div>
<div dir=""auto""></div>
<div dir=""auto""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0463/9267/2415/files/p5_480x480.jpg?v=1648724294""></div>
<div dir=""auto""></div>",Northern TILE Distributors,,Pool,"external, moon, pavers, pool",true,Title,Default Title,,,,,,,,"",20000.0,,deny,manual,69.99,79.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/moon.jpg?v=1648722860,1,"",false,,"Entiva Enzo Smart -Tech Moon Lastra 20mm 600x600mm
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,true,,,true,,,active
entiva-enzo-smart-tech-moon-lastra-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/cinderpool_7d15820d-f1de-4ce3-b741-1841a4bbe028.jpg?v=1648723829,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-moon-lastra-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/moonrender.jpg?v=1648723829,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-moon-lastra-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2122.jpg?v=1648723829,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-moon-lastra-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/iso_3156.png?v=1648723829,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-coal-lastra-20mm,COAL 20mm 600x600mm,"<p><strong>Coal 20mm 600x600mm</strong></p>
<p><strong></strong><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tee/2/16/2600.png"" alt=""☀️"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin"">COAL 20mm EXTERNAL 600x600mm</span><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tee/2/16/2600.png"" alt=""☀️"" width=""16"" height=""16"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;"" referrerpolicy=""origin-when-cross-origin""></p>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t60/2/16/1f4a6.png"" alt=""💦"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No.1 in custom pool coping, 20mm and 10mm External Porcelain<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t60/2/16/1f4a6.png"" alt=""💦"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>
</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No sealing required</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No Maintance</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>R-11 slip rating</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>Doesn’t stain</div>
<div dir=""auto"">
<meta charset=""utf-8"">
<p><strong><span class=""font-weight--bold"">Finish : </span>Matt, Rectified, Lastra 20mm R11, P5, V3, Water Absorption Under 0.5%, Colour Bodied Porcelain</strong></p>
</div>
<div dir=""auto"">.</div>
<div dir=""auto""></div>
<div dir=""auto"">Only @ Northern Tile Distributors</div>
<div dir=""auto"">324 Settlement road, Thomastown</div>
<div dir=""auto""></div>
<div dir=""auto""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0463/9267/2415/files/p5_480x480.jpg?v=1648724294""></div>
<div dir=""auto""><br></div>",Northern TILE Distributors,,Pool,"coal, external, pavers, pool",true,Title,Default Title,,,,,,,,"",20000.0,,deny,manual,69.99,79.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/coal.jpg?v=1648721715,1,Coal 20mm external,false,,"Entiva Enzo Smart -Tech Cinder Lastra 20mm 600x600mm
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,true,,,true,,,active
entiva-enzo-smart-tech-coal-lastra-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/coalpool.jpg?v=1648721715,2,Coal External 20mm by NTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
